,Player,Mat,Inn,NO,Runs,Avg,100,50,Point,catagory
2502,MF Tremlett (ENG),3,5.0,2.0,20.0,6.66,0.0,0.0,-4.206732855260383,7
2503,S Nyalchand (INDIA),1,2.0,1.0,7.0,7.0,0.0,0.0,-4.2213349668371585,7
2504,WHV Levett (ENG),1,2.0,1.0,7.0,7.0,0.0,0.0,-4.2213349668371585,7
2505,CE Cuffy (WI),15,23.0,9.0,58.0,4.14,0.0,0.0,-4.224151669743501,7
2506,CG Rackemann (AUS),12,14.0,4.0,53.0,5.3,0.0,0.0,-4.2258113926792396,7
2507,F Martin (ENG),2,2.0,0.0,14.0,7.0,0.0,0.0,-4.2260582413391425,7
2508,ASM Oakman (ENG),2,2.0,0.0,14.0,7.0,0.0,0.0,-4.2260582413391425,7
2509,K Farnes (ENG),15,17.0,5.0,58.0,4.83,0.0,0.0,-4.233040203639846,7
2510,Shahid Israr (PAK),1,1.0,1.0,7.0,7.0,0.0,0.0,-4.2336163237127185,7
2511,DM Washington (WI),1,1.0,1.0,7.0,7.0,0.0,0.0,-4.2336163237127185,7
2512,D Ganesh (INDIA),4,7.0,3.0,25.0,6.25,0.0,0.0,-4.2339244435838435,7
2513,NJ Maddinson (AUS),3,4.0,0.0,27.0,6.75,0.0,0.0,-4.234478245445286,7
2514,Ziaur Rahman (BDESH),1,2.0,0.0,14.0,7.0,0.0,0.0,-4.236058938356913,7
2515,MJ Nicholson (AUS),1,2.0,0.0,14.0,7.0,0.0,0.0,-4.236058938356913,7
2516,TE Kane (IRE),1,2.0,0.0,14.0,7.0,0.0,0.0,-4.236058938356913,7
2517,PWA Mulder (SA),1,2.0,0.0,14.0,7.0,0.0,0.0,-4.236058938356913,7
2518,Anwar Hossain (BDESH),1,2.0,0.0,14.0,7.0,0.0,0.0,-4.236058938356913,7
2519,AS Joseph (WI),9,15.0,0.0,84.0,5.6,0.0,0.0,-4.23890126636954,7
2520,TPB Smith (ENG),4,5.0,0.0,33.0,6.6,0.0,0.0,-4.239142367772113,7
2521,AM Matheson (NZ),2,1.0,0.0,7.0,7.0,0.0,0.0,-4.242835648806907,7
2522,MP Bicknell (ENG),4,7.0,0.0,45.0,6.42,0.0,0.0,-4.243832059364815,7
2523,RA Young (ENG),2,4.0,0.0,27.0,6.75,0.0,0.0,-4.244478942463056,7
2524,PHJ Trimborn (SA),4,4.0,2.0,13.0,6.5,0.0,0.0,-4.2463628285057045,7
2525,CJ Eady (AUS),2,4.0,1.0,20.0,6.66,0.0,0.0,-4.2482349312656735,7
2526,BJ Arnel (NZ),6,12.0,4.0,45.0,5.62,0.0,0.0,-4.249810106480275,7
2527,JA Young (ENG),8,10.0,5.0,28.0,5.6,0.0,0.0,-4.25017704194295,7
2528,A Warren (ENG),1,1.0,0.0,7.0,7.0,0.0,0.0,-4.252836345824678,7
2529,H Smith (ENG),1,1.0,0.0,7.0,7.0,0.0,0.0,-4.252836345824678,7
2530,Ikram Alikhil (AFG),1,1.0,0.0,7.0,7.0,0.0,0.0,-4.252836345824678,7
2531,GB Troup (NZ),15,18.0,6.0,55.0,4.58,0.0,0.0,-4.2547989265952575,7
2532,LL Tsotsobe (SA),5,5.0,2.0,19.0,6.33,0.0,0.0,-4.255133608681949,7
2533,EA Martindale (WI),10,14.0,3.0,58.0,5.27,0.0,0.0,-4.267981330892147,7
2534,RRS Cornwall (WI),2,3.0,0.0,20.0,6.66,0.0,0.0,-4.279736310253193,7
2535,PVD Chameera (SL),8,15.0,2.0,69.0,5.3,0.0,0.0,-4.281696181030785,7
2536,FA Ward (AUS),4,8.0,2.0,36.0,6.0,0.0,0.0,-4.285131109578764,7
2537,JE Pothecary (SA),3,4.0,0.0,26.0,6.5,0.0,0.0,-4.2864537615047285,7
2538,RD King (WI),19,27.0,8.0,66.0,3.47,0.0,0.0,-4.2866781707036266,7
2539,IA Greig (ENG),2,4.0,0.0,26.0,6.5,0.0,0.0,-4.296454458522499,7
2540,WH Cooper (AUS),2,3.0,1.0,13.0,6.5,0.0,0.0,-4.297865601528765,7
2541,CP Buckenham (ENG),4,7.0,0.0,43.0,6.14,0.0,0.0,-4.302609855140126,7
2542,Mustafizur Rahman (BDESH),13,19.0,6.0,56.0,4.3,0.0,0.0,-4.319369880705319,7
2543,CN McCarthy (SA),15,24.0,15.0,28.0,3.11,0.0,0.0,-4.327311847693413,7
2544,A Sanford (WI),11,17.0,2.0,72.0,4.8,0.0,0.0,-4.327870943636523,7
2545,RR Powar (INDIA),2,2.0,0.0,13.0,6.5,0.0,0.0,-4.329366980516285,7
2546,L Balaji (INDIA),8,9.0,0.0,51.0,5.66,0.0,0.0,-4.331465798169959,7
2547,GR Dickinson (NZ),3,5.0,0.0,31.0,6.2,0.0,0.0,-4.332560807661691,7
2548,S Viswanath (INDIA),3,5.0,0.0,31.0,6.2,0.0,0.0,-4.332560807661691,7
2549,RAP Nissanka (SL),4,5.0,2.0,18.0,6.0,0.0,0.0,-4.333536453156827,7
2550,SN Banerjee (INDIA),1,2.0,0.0,13.0,6.5,0.0,0.0,-4.339367677534056,7
2551,RB Stewart (SA),1,2.0,0.0,13.0,6.5,0.0,0.0,-4.339367677534056,7
2552,PWG Parker (ENG),1,2.0,0.0,13.0,6.5,0.0,0.0,-4.339367677534056,7
2553,HA Musgrove (AUS),1,2.0,0.0,13.0,6.5,0.0,0.0,-4.339367677534056,7
2554,L Hone (ENG),1,2.0,0.0,13.0,6.5,0.0,0.0,-4.339367677534056,7
2555,A Coningham (AUS),1,2.0,0.0,13.0,6.5,0.0,0.0,-4.339367677534056,7
2556,DJ Terbrugge (SA),7,8.0,5.0,16.0,5.33,0.0,0.0,-4.347887848979879,7
2557,GM Griffin (SA),2,4.0,0.0,25.0,6.25,0.0,0.0,-4.348429974581943,7
2558,Mohammad Salman (PAK),2,4.0,0.0,25.0,6.25,0.0,0.0,-4.348429974581943,7
2559,PEW Jones (WI),9,11.0,2.0,47.0,5.22,0.0,0.0,-4.351377987631275,7
2560,J Angel (AUS),4,7.0,1.0,35.0,5.83,0.0,0.0,-4.3521813732280625,7
2561,WE Bowes (ENG),15,11.0,5.0,28.0,4.66,0.0,0.0,-4.360903724865547,7
2562,GB Brent (ZIM),4,6.0,0.0,35.0,5.83,0.0,0.0,-4.383682752215582,7
2563,MD Shanaka (SL),3,6.0,1.0,29.0,5.8,0.0,0.0,-4.384477171545978,7
2564,Mohammad Irfan (PAK),4,7.0,2.0,28.0,5.6,0.0,0.0,-4.384683966976591,7
2565,Zulqarnain (PAK),3,4.0,0.0,24.0,6.0,0.0,0.0,-4.390404793623616,7
2566,SH Lewis (WI),2,4.0,0.0,24.0,6.0,0.0,0.0,-4.400405490641385,7
2567,JL Hopwood (ENG),2,3.0,1.0,12.0,6.0,0.0,0.0,-4.401174340705908,7
2568,Wafadar Momand (AFG),2,3.0,1.0,12.0,6.0,0.0,0.0,-4.401174340705908,7
2569,KC James (NZ),11,13.0,2.0,52.0,4.72,0.0,0.0,-4.406268861371296,7
2570,Arshad Khan (PAK),9,8.0,2.0,31.0,5.16,0.0,0.0,-4.410818718874099,7
2571,Mohammad Hussain (PAK),2,3.0,0.0,18.0,6.0,0.0,0.0,-4.416540605167407,7
2572,V Razdan (INDIA),2,2.0,1.0,6.0,6.0,0.0,0.0,-4.41730945523193,7
2573,M Jahangir Khan (INDIA),4,7.0,0.0,39.0,5.57,0.0,0.0,-4.422218775615455,7
2574,MG Webb (NZ),3,2.0,0.0,12.0,6.0,0.0,0.0,-4.422675022675658,7
2575,PJ Petherick (NZ),6,11.0,4.0,34.0,4.85,0.0,0.0,-4.42726301291753,7
2576,Rajinder Pal (INDIA),1,2.0,1.0,6.0,6.0,0.0,0.0,-4.4273101522497,7
2577,Niaz Ahmed (PAK),2,3.0,3.0,17.0,5.666666666666667,0.0,0.0,-4.4279671292635365,7
2578,NT Pascal (WI),2,2.0,0.0,12.0,6.0,0.0,0.0,-4.432675719693428,7
2579,WH Copson (ENG),3,1.0,0.0,6.0,6.0,0.0,0.0,-4.438810137201679,7
2580,G Coulthard (AUS),1,1.0,1.0,6.0,6.0,0.0,0.0,-4.43959150912526,7
2581,FH Walters (AUS),1,2.0,0.0,12.0,6.0,0.0,0.0,-4.4426764167111985,7
2582,GL Gibbs (WI),1,2.0,0.0,12.0,6.0,0.0,0.0,-4.4426764167111985,7
2583,Ghulam Abbas (PAK),1,2.0,0.0,12.0,6.0,0.0,0.0,-4.4426764167111985,7
2584,P Krishnamurthy (INDIA),5,6.0,0.0,33.0,5.5,0.0,0.0,-4.442726495596662,7
2585,ML Udawatte (SL),2,4.0,0.0,23.0,5.75,0.0,0.0,-4.452381006700829,7
2586,PH Carlson (AUS),2,4.0,0.0,23.0,5.75,0.0,0.0,-4.452381006700829,7
2587,W Carkeek (AUS),6,5.0,2.0,16.0,5.33,0.0,0.0,-4.452392682960208,7
2588,RJ Kirtley (ENG),4,7.0,1.0,32.0,5.33,0.0,0.0,-4.456774698288693,7
2589,TW Cartwright (ENG),5,7.0,2.0,26.0,5.2,0.0,0.0,-4.458101012830627,7
2590,SA Ankola (INDIA),1,1.0,0.0,6.0,6.0,0.0,0.0,-4.458811531237219,7
2591,RA Sinfield (ENG),1,1.0,0.0,6.0,6.0,0.0,0.0,-4.458811531237219,7
2592,Syed Rasel (BDESH),6,12.0,4.0,37.0,4.62,0.0,0.0,-4.460281342485023,7
2593,Mohammad Nabi (AFG),3,6.0,0.0,33.0,5.5,0.0,0.0,-4.462727889632203,7
2594,KM Rangnekar (INDIA),3,6.0,0.0,33.0,5.5,0.0,0.0,-4.462727889632203,7
2595,JJC Lawson (WI),13,21.0,6.0,52.0,3.46,0.0,0.0,-4.469855968396645,7
2596,BBM Gaskin (WI),2,3.0,0.0,17.0,5.66,0.0,0.0,-4.486996081549222,7
2597,LS Brown (SA),2,3.0,0.0,17.0,5.66,0.0,0.0,-4.486996081549222,7
2598,Sohail Tanvir (PAK),2,3.0,0.0,17.0,5.66,0.0,0.0,-4.486996081549222,7
2599,VI Smith (SA),9,16.0,6.0,39.0,3.9,0.0,0.0,-4.4892688764010416,7
2600,FS Ahangama (SL),3,3.0,1.0,11.0,5.5,0.0,0.0,-4.494482382865281,7
2601,KPJ Warnaweera (SL),10,12.0,3.0,39.0,4.33,0.0,0.0,-4.497760529458945,7
2602,VM Muddiah (INDIA),2,3.0,1.0,11.0,5.5,0.0,0.0,-4.504483079883053,7
2603,J Trim (WI),4,5.0,1.0,21.0,5.25,0.0,0.0,-4.504829265796656,7
2604,EG Bock (SA),1,2.0,2.0,11.0,5.5,0.0,0.0,-4.507545111664423,7
2605,PG McShane (AUS),3,6.0,1.0,26.0,5.2,0.0,0.0,-4.509603785853689,7
2606,TB Mitchell (ENG),5,6.0,2.0,20.0,5.0,0.0,0.0,-4.515302705850808,7
2607,LJ Coldwell (ENG),7,7.0,5.0,9.0,4.5,0.0,0.0,-4.535091557198407,7
2608,GM Guard (INDIA),2,2.0,0.0,11.0,5.5,0.0,0.0,-4.535984458870572,7
2609,VR Aaron (INDIA),9,14.0,5.0,35.0,3.88,0.0,0.0,-4.539727441880511,7
2610,J Slight (AUS),1,2.0,0.0,11.0,5.5,0.0,0.0,-4.545985155888341,7
2611,H Klaasen (SA),1,2.0,0.0,11.0,5.5,0.0,0.0,-4.545985155888341,7
2612,TU Groube (AUS),1,2.0,0.0,11.0,5.5,0.0,0.0,-4.545985155888341,7
2613,EJ Gregory (AUS),1,2.0,0.0,11.0,5.5,0.0,0.0,-4.545985155888341,7
2614,MR Adair (IRE),1,2.0,0.0,11.0,5.5,0.0,0.0,-4.545985155888341,7
2615,R Vinay Kumar (INDIA),1,2.0,0.0,11.0,5.5,0.0,0.0,-4.545985155888341,7
2616,Ehsan Adil (PAK),3,4.0,0.0,21.0,5.25,0.0,0.0,-4.546331341801946,7
2617,VP Terry (ENG),2,3.0,0.0,16.0,5.33,0.0,0.0,-4.55539822900633,7
2618,T Meale (NZ),2,4.0,0.0,21.0,5.25,0.0,0.0,-4.556332038819716,7
2619,Shaheen Shah Afridi (PAK),7,11.0,2.0,39.0,4.33,0.0,0.0,-4.559263999499776,7
2620,H Dean (ENG),3,4.0,2.0,10.0,5.0,0.0,0.0,-4.566289743054905,7
2621,JP Duminy (SA),3,6.0,0.0,30.0,5.0,0.0,0.0,-4.567321214692833,7
2622,Israr Ali (PAK),4,8.0,1.0,33.0,4.71,0.0,0.0,-4.571157441803286,7
2623,DA Renneberg (AUS),8,13.0,7.0,22.0,3.66,0.0,0.0,-4.577092496136163,7
2624,SL Watkin (ENG),3,5.0,0.0,25.0,5.0,0.0,0.0,-4.582814036277111,7
2625,UN Kulkarni (INDIA),4,8.0,5.0,13.0,4.33,0.0,0.0,-4.58514971132922,7
2626,GI Allott (NZ),10,15.0,7.0,27.0,3.37,0.0,0.0,-4.588863462457316,7
2627,GA Rowe (SA),5,9.0,3.0,26.0,4.33,0.0,0.0,-4.592957893417144,7
2628,MAWR Madurasinghe (SL),3,6.0,1.0,24.0,4.8,0.0,0.0,-4.593021528725495,7
2629,D Olivier (SA),10,12.0,5.0,26.0,3.71,0.0,0.0,-4.594976686809587,7
2630,NM Kulkarni (INDIA),3,2.0,1.0,5.0,5.0,0.0,0.0,-4.613283943626702,7
2631,RGCE Wijesuriya (SL),4,7.0,2.0,22.0,4.4,0.0,0.0,-4.634937195592012,7
2632,AM Pai (INDIA),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2633,DT Mutendera (ZIM),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2634,JM Mennie (AUS),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2635,BD Morrison (NZ),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2636,CL Johnson (SA),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2637,SF Rehman (PAK),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2638,B Yograj Singh (INDIA),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2639,ER Wilson (ENG),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2640,GM Emmett (ENG),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2641,PK Wijetunge (SL),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2642,JPF Travers (AUS),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2643,Kabir Ali (ENG),1,2.0,0.0,10.0,5.0,0.0,0.0,-4.649293895065486,7
2644,H Ironmonger (AUS),14,21.0,5.0,42.0,2.62,0.0,0.0,-4.657977852583742,7
2645,GF Rorke (AUS),4,4.0,2.0,9.0,4.5,0.0,0.0,-4.659597785214278,7
2646,Jubair Hossain (BDESH),6,5.0,2.0,13.0,4.33,0.0,0.0,-4.6596524542562365,7
2647,S Jeganathan (SL),2,4.0,0.0,19.0,4.75,0.0,0.0,-4.660283070938603,7
2648,CT Mumba (ZIM),2,4.0,1.0,14.0,4.66,0.0,0.0,-4.662754473857732,7
2649,KIW Wijegunawardene (SL),2,4.0,1.0,14.0,4.66,0.0,0.0,-4.662754473857732,7
2650,Yamin Ahmadzai (AFG),4,7.0,0.0,31.0,4.42,0.0,0.0,-4.663489945490823,7
2651,GB Studd (ENG),4,7.0,0.0,31.0,4.42,0.0,0.0,-4.663489945490823,7
2652,SMSM Senanayake (SL),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2653,NS Mitchell-Innes (ENG),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2654,GH Mudie (WI),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2655,TRO Payne (WI),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2656,HK Jayantilal (INDIA),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2657,S Prasanna (SL),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2658,AHP Scott (WI),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2659,A Shahzad (ENG),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2660,FE Allan (AUS),1,1.0,0.0,5.0,5.0,0.0,0.0,-4.664786716649762,7
2661,RG Holland (AUS),11,15.0,4.0,35.0,3.18,0.0,0.0,-4.670397737810929,7
2662,M Mbangwa (ZIM),15,25.0,8.0,34.0,2.0,0.0,0.0,-4.673636398593698,7
2663,JV Saunders (AUS),14,23.0,6.0,39.0,2.29,0.0,0.0,-4.683881850061257,7
2664,BT Watambwa (ZIM),6,8.0,5.0,11.0,3.66,0.0,0.0,-4.704005941132601,7
2665,Zakir Khan (PAK),2,2.0,2.0,9.0,4.5,0.0,0.0,-4.704161893000937,7
2666,CH Vintcent (SA),3,6.0,0.0,26.0,4.33,0.0,0.0,-4.707463424415242,7
2667,AR McBrine (IRE),2,4.0,0.0,18.0,4.5,0.0,0.0,-4.712258586998046,7
2668,EL St Hill (WI),2,4.0,0.0,18.0,4.5,0.0,0.0,-4.712258586998046,7
2669,GD Barlow (ENG),3,5.0,1.0,17.0,4.25,0.0,0.0,-4.722732027052198,7
2670,EZ Matambanadzo (ZIM),3,5.0,1.0,17.0,4.25,0.0,0.0,-4.722732027052198,7
2671,Abu Jayed (BDESH),7,14.0,6.0,24.0,3.0,0.0,0.0,-4.728266981537575,7
2672,MVT Fernando (SL),7,11.0,6.0,16.0,3.2,0.0,0.0,-4.729182817204042,7
2673,S Ragoonath (WI),2,4.0,1.0,13.0,4.33,0.0,0.0,-4.731156621314839,7
2674,M de Lange (SA),2,2.0,0.0,9.0,4.5,0.0,0.0,-4.742601937224857,7
2675,R Dhanraj (WI),4,4.0,0.0,17.0,4.25,0.0,0.0,-4.744232709021948,7
2676,MJ McCague (ENG),3,5.0,0.0,21.0,4.2,0.0,0.0,-4.749649522020724,7
2677,LR Joslin (AUS),1,2.0,0.0,9.0,4.5,0.0,0.0,-4.752602634242629,7
2678,AK Sengupta (INDIA),1,2.0,0.0,9.0,4.5,0.0,0.0,-4.752602634242629,7
2679,NO Norton (SA),1,2.0,0.0,9.0,4.5,0.0,0.0,-4.752602634242629,7
2680,RR Dower (SA),1,2.0,0.0,9.0,4.5,0.0,0.0,-4.752602634242629,7
2681,J McIlwraith (AUS),1,2.0,0.0,9.0,4.5,0.0,0.0,-4.752602634242629,7
2682,Mohammad Akram (PAK),9,15.0,6.0,24.0,2.66,0.0,0.0,-4.765797414066545,7
2683,AJ Traicos (SA/ZIM),7,10.0,4.0,19.0,3.16,0.0,0.0,-4.786190655177122,7
2684,CEL Stuart (WI),6,9.0,2.0,24.0,3.42,0.0,0.0,-4.790314736543247,7
2685,JM Sims (ENG),4,4.0,0.0,16.0,4.0,0.0,0.0,-4.796208225081391,7
2686,LWS Kaluperuma (SL),2,4.0,1.0,12.0,4.0,0.0,0.0,-4.799558768771948,7
2687,MJ Haslam (NZ),4,2.0,1.0,4.0,4.0,0.0,0.0,-4.8092584320214735,7
2688,JJ Bumrah (INDIA),12,17.0,8.0,18.0,2.0,0.0,0.0,-4.812166031719383,7
2689,DJ Johnson (INDIA),2,3.0,1.0,8.0,4.0,0.0,0.0,-4.814409297414481,7
2690,AE Ochse (SA),2,4.0,0.0,16.0,4.0,0.0,0.0,-4.816209619116932,7
2691,A Waddington (ENG),2,4.0,0.0,16.0,4.0,0.0,0.0,-4.816209619116932,7
2692,MB Owens (NZ),8,12.0,6.0,16.0,2.66,0.0,0.0,-4.817780525244943,7
2693,JM Noreiga (WI),4,5.0,2.0,11.0,3.66,0.0,0.0,-4.818511472130701,7
2694,JDF Larter (ENG),10,7.0,2.0,16.0,3.2,0.0,0.0,-4.825186242100808,7
2695,Khaled Ahmed (BDESH),2,2.0,1.0,4.0,4.0,0.0,0.0,-4.829259826057014,7
2696,B Arun (INDIA),2,2.0,1.0,4.0,4.0,0.0,0.0,-4.829259826057014,7
2697,CAK Rajitha (SL),7,9.0,2.0,22.0,3.14,0.0,0.0,-4.8390918353007875,7
2698,ID Buys (SA),1,2.0,1.0,4.0,4.0,0.0,0.0,-4.839260523074786,7
2699,Irfan Fazil (PAK),1,2.0,1.0,4.0,4.0,0.0,0.0,-4.839260523074786,7
2700,RA Gleeson (SA),1,2.0,1.0,4.0,4.0,0.0,0.0,-4.839260523074786,7
2701,S Young (AUS),1,2.0,1.0,4.0,4.0,0.0,0.0,-4.839260523074786,7
2702,Javed Akhtar (PAK),1,2.0,1.0,4.0,4.0,0.0,0.0,-4.839260523074786,7
2703,AM Smith (ENG),1,2.0,1.0,4.0,4.0,0.0,0.0,-4.839260523074786,7
2704,G Sharma (INDIA),5,4.0,1.0,11.0,3.66,0.0,0.0,-4.840012154100449,7
2705,S Guha (INDIA),4,7.0,2.0,17.0,3.4,0.0,0.0,-4.84348155277153,7
2706,SN Thakur (INDIA),1,1.0,1.0,4.0,4.0,0.0,0.0,-4.851541879950346,7
2707,GR Loveridge (NZ),1,1.0,1.0,4.0,4.0,0.0,0.0,-4.851541879950346,7
2708,L Ngidi (SA),5,9.0,4.0,15.0,3.0,0.0,0.0,-4.853895840650526,7
2709,U Ranchod (ZIM),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2710,HSB Love (AUS),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2711,NE Marshall (WI),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2712,DAN McRae (NZ),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2713,J Harry (AUS),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2714,S Kalavitigoda (SL),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2715,CFW Hime (SA),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2716,HS Chang (WI),1,2.0,0.0,8.0,4.0,0.0,0.0,-4.855911373419771,7
2717,AL Ochse (SA),3,4.0,1.0,11.0,3.66,0.0,0.0,-4.860013548135991,7
2718,CG Fichardt (SA),2,4.0,0.0,15.0,3.75,0.0,0.0,-4.868185135176376,7
2719,JC Hartley (ENG),2,4.0,0.0,15.0,3.75,0.0,0.0,-4.868185135176376,7
2720,HD Smith (NZ),1,1.0,0.0,4.0,4.0,0.0,0.0,-4.870761902062305,7
2721,HK Bennett (NZ),1,1.0,0.0,4.0,4.0,0.0,0.0,-4.870761902062305,7
2722,ID Blackwell (ENG),1,1.0,0.0,4.0,4.0,0.0,0.0,-4.870761902062305,7
2723,JAK Cochran (SA),1,1.0,0.0,4.0,4.0,0.0,0.0,-4.870761902062305,7
2724,JM Holland (AUS),4,7.0,5.0,6.0,3.0,0.0,0.0,-4.875019865783147,7
2725,DT Dewdney (WI),9,12.0,5.0,17.0,2.42,0.0,0.0,-4.8756374515903795,7
2726,CJ Drum (NZ),5,5.0,2.0,10.0,3.33,0.0,0.0,-4.876912922570038,7
2727,AN Hornby (ENG),3,6.0,0.0,21.0,3.5,0.0,0.0,-4.881101189874724,7
2728,JL Cox (SA),3,6.0,1.0,17.0,3.4,0.0,0.0,-4.88498362877682,7
2729,T Yohannan (INDIA),3,4.0,4.0,13.0,3.25,0.0,0.0,-4.885255381829652,7
2730,CK Singh (WI),2,3.0,0.0,11.0,3.66,0.0,0.0,-4.901515624141282,7
2731,KA Walter (SA),2,3.0,0.0,11.0,3.66,0.0,0.0,-4.901515624141282,7
2732,PN Webb (NZ),2,3.0,0.0,11.0,3.66,0.0,0.0,-4.901515624141282,7
2733,MG Waite (AUS),2,3.0,0.0,11.0,3.66,0.0,0.0,-4.901515624141282,7
2734,MI Black (WI),6,11.0,3.0,21.0,2.62,0.0,0.0,-4.912725193482038,7
2735,J Southerton (ENG),2,3.0,1.0,7.0,3.5,0.0,0.0,-4.917718036591624,7
2736,JM Patel (INDIA),7,10.0,1.0,25.0,2.77,0.0,0.0,-4.920076791926152,7
2737,P Hutchinson (SA),2,4.0,0.0,14.0,3.5,0.0,0.0,-4.920160651235819,7
2738,HLE Promnitz (SA),2,4.0,0.0,14.0,3.5,0.0,0.0,-4.920160651235819,7
2739,A Rose-Innes (SA),2,4.0,0.0,14.0,3.5,0.0,0.0,-4.920160651235819,7
2740,JB Gannon (AUS),3,5.0,4.0,3.0,3.0,0.0,0.0,-4.930730177489228,7
2741,JR Hodges (AUS),2,4.0,1.0,10.0,3.33,0.0,0.0,-4.938416392610869,7
2742,Pankaj Singh (INDIA),2,4.0,1.0,10.0,3.33,0.0,0.0,-4.938416392610869,7
2743,GEC Wood (ENG),3,2.0,0.0,7.0,3.5,0.0,0.0,-4.939218718561372,7
2744,AP Igglesden (ENG),3,5.0,3.0,6.0,3.0,0.0,0.0,-4.948023320775957,7
2745,SD Jack (SA),2,2.0,0.0,7.0,3.5,0.0,0.0,-4.949219415579143,7
2746,AJW McIntyre (ENG),3,6.0,0.0,19.0,3.16,0.0,0.0,-4.952198959198284,7
2747,Imran Khan (PAK),10,10.0,3.0,16.0,2.28,0.0,0.0,-4.958028410435303,7
2748,FJ Cook (SA),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2749,N Chopra (INDIA),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2750,Faisal Hossain (BDESH),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2751,RHM Hands (SA),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2752,WHB Frank (SA),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2753,Ehsanul Haque (BDESH),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2754,Rafiqul Islam (BDESH),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2755,GAHM Parkar (INDIA),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2756,W Mead (ENG),1,2.0,0.0,7.0,3.5,0.0,0.0,-4.959220112596914,7
2757,AM de Silva (SL),3,3.0,0.0,10.0,3.33,0.0,0.0,-4.959917074580619,7
2758,BP Bracewell (NZ),6,12.0,2.0,24.0,2.4,0.0,0.0,-4.962910216236783,7
2759,Jalal-ud-Din (PAK),6,3.0,2.0,3.0,3.0,0.0,0.0,-4.9637308444109545,7
2760,KEA Upashantha (SL),2,3.0,0.0,10.0,3.33,0.0,0.0,-4.96991777159839,7
2761,CAK Walton (WI),2,4.0,0.0,13.0,3.25,0.0,0.0,-4.972136167295262,7
2762,RA Gaunt (AUS),3,4.0,2.0,6.0,3.0,0.0,0.0,-4.979524699763476,7
2763,Sajedul Islam (BDESH),3,6.0,0.0,18.0,3.0,0.0,0.0,-4.985694514935354,7
2764,R Berry (ENG),2,4.0,2.0,6.0,3.0,0.0,0.0,-4.989525396781247,7
2765,CR Rangachari (INDIA),4,6.0,3.0,8.0,2.66,0.0,0.0,-4.994269864439212,7
2766,JK Irani (INDIA),2,3.0,2.0,3.0,3.0,0.0,0.0,-5.003733632482038,7
2767,Mohammad Khalil (PAK),2,4.0,1.0,9.0,3.0,0.0,0.0,-5.006818540067976,7
2768,ESH Giddins (ENG),4,7.0,3.0,10.0,2.5,0.0,0.0,-5.013557184475492,7
2769,SA Muller (AUS),2,2.0,2.0,6.0,3.0,0.0,0.0,-5.014088110532367,7
2770,AR Dell (AUS),2,2.0,2.0,6.0,3.0,0.0,0.0,-5.014088110532367,7
2771,AR Bhat (INDIA),2,3.0,1.0,6.0,3.0,0.0,0.0,-5.0210267757687665,7
2772,MA Beer (AUS),2,3.0,1.0,6.0,3.0,0.0,0.0,-5.0210267757687665,7
