,Player,Mat,Inn,NO,Runs,Avg,100,50
2080,N Betancourt (WI),1,2.0,0.0,52.0,26.0,0.0,0.0
2081,CN Evans (ZIM),3,6.0,0.0,52.0,8.66,0.0,0.0
2082,Fahim Muntasir (BDESH),3,6.0,0.0,52.0,8.66,0.0,0.0
2083,Fazl-e-Akbar (PAK),5,8.0,4.0,52.0,13.0,0.0,0.0
2084,BC Francis (AUS),3,5.0,0.0,52.0,10.4,0.0,0.0
2085,JW Hastings (AUS),1,2.0,0.0,52.0,26.0,0.0,0.0
2086,KC James (NZ),11,13.0,2.0,52.0,4.72,0.0,0.0
2087,SP Kinneir (ENG),1,2.0,0.0,52.0,26.0,0.0,0.0
2088,JJC Lawson (WI),13,21.0,6.0,52.0,3.46,0.0,0.0
2089,J Middleton (SA),6,12.0,5.0,52.0,7.42,0.0,0.0
2090,A Nortje (SA),3,6.0,3.0,52.0,17.33,0.0,0.0
2091,OE Nothling (AUS),1,2.0,0.0,52.0,26.0,0.0,0.0
2092,RA Reifer (WI),1,2.0,1.0,52.0,52.0,0.0,0.0
2093,Talha Jubair (BDESH),7,14.0,6.0,52.0,6.5,0.0,0.0
2094,BV Vitori (ZIM),4,7.0,2.0,52.0,10.4,0.0,0.0
2095,KL Wishart (WI),1,2.0,0.0,52.0,26.0,0.0,1.0
2096,R Appleyard (ENG),9,9.0,6.0,51.0,17.0,0.0,0.0
2097,L Balaji (INDIA),8,9.0,0.0,51.0,5.66,0.0,0.0
2098,MR Benson (ENG),1,2.0,0.0,51.0,25.5,0.0,0.0
2099,VR Brown (NZ),2,3.0,1.0,51.0,25.5,0.0,0.0
2100,AE Dipper (ENG),1,2.0,0.0,51.0,25.5,0.0,0.0
2101,XJ Doherty (AUS),4,7.0,3.0,51.0,12.75,0.0,0.0
2102,L Embuldeniya (SL),5,7.0,0.0,51.0,7.28,0.0,0.0
2103,RL Harvey (SA),2,4.0,0.0,51.0,12.75,0.0,0.0
2104,KS Indrajitsinhji (INDIA),4,7.0,1.0,51.0,8.5,0.0,0.0
2105,Kamrul Islam Rabbi (BDESH),7,14.0,5.0,51.0,5.66,0.0,0.0
2106,Kuldeep Yadav (INDIA),6,6.0,0.0,51.0,8.5,0.0,0.0
2107,HM McGirr (NZ),2,1.0,0.0,51.0,51.0,0.0,1.0
2108,Nasir Jamshed (PAK),2,4.0,0.0,51.0,12.75,0.0,0.0
2109,DEV Padgett (ENG),2,4.0,0.0,51.0,12.75,0.0,0.0
2110,JB Robertson (SA),3,6.0,1.0,51.0,10.2,0.0,0.0
2111,CL Townsend (ENG),2,3.0,0.0,51.0,17.0,0.0,0.0
2112,RA Legall (WI),4,5.0,0.0,50.0,10.0,0.0,0.0
2113,Mohammad Nawaz (3) (PAK),3,4.0,0.0,50.0,12.5,0.0,0.0
2114,F Penn (ENG),1,2.0,1.0,50.0,50.0,0.0,0.0
2115,R Tattersall (ENG),16,17.0,7.0,50.0,5.0,0.0,0.0
2116,ZS Ansari (ENG),3,5.0,0.0,49.0,9.8,0.0,0.0
2117,Azmat Rana (PAK),1,1.0,0.0,49.0,49.0,0.0,0.0
2118,MP Fernandes (WI),2,4.0,0.0,49.0,12.25,0.0,0.0
2119,CBRLS Kumara (SL),19,27.0,13.0,49.0,3.5,0.0,0.0
2120,Mohammad Salim (BDESH),2,4.0,1.0,49.0,16.33,0.0,0.0
2121,LCH Palairet (ENG),2,4.0,0.0,49.0,12.25,0.0,0.0
2122,AY Patel (NZ),7,9.0,2.0,49.0,7.0,0.0,0.0
2123,F Ridgway (ENG),5,6.0,0.0,49.0,8.16,0.0,0.0
2124,C Wesley (SA),3,5.0,0.0,49.0,9.8,0.0,0.0
2125,W Chatterton (ENG),1,1.0,0.0,48.0,48.0,0.0,0.0
2126,JD Edwards (AUS),3,6.0,1.0,48.0,9.6,0.0,0.0
2127,Y Goonasekera (SL),2,4.0,0.0,48.0,12.0,0.0,0.0
2128,AH Gray (WI),5,8.0,2.0,48.0,8.0,0.0,0.0
2129,Iftikhar Ahmed (PAK),3,5.0,0.0,48.0,9.6,0.0,0.0
2130,Najmul Hossain Shanto (BDESH),2,4.0,0.0,48.0,12.0,0.0,0.0
2131,TE Srinivasan (INDIA),1,2.0,0.0,48.0,24.0,0.0,0.0
2132,LB Fishlock (ENG),4,5.0,1.0,47.0,11.75,0.0,0.0
2133,PEW Jones (WI),9,11.0,2.0,47.0,5.22,0.0,0.0
2134,EC Joyce (IRE),1,2.0,0.0,47.0,23.5,0.0,0.0
2135,R McLaren (SA),2,3.0,1.0,47.0,23.5,0.0,0.0
2136,Mohammad Ayub (PAK),1,2.0,0.0,47.0,23.5,0.0,0.0
2137,VRV Singh (INDIA),5,6.0,2.0,47.0,11.75,0.0,0.0
2138,TL Tsolekile (SA),3,5.0,0.0,47.0,9.4,0.0,0.0
2139,RK Tyldesley (ENG),7,7.0,1.0,47.0,7.83,0.0,0.0
2140,AW Wellard (ENG),2,4.0,0.0,47.0,11.75,0.0,0.0
2141,MW Booth (ENG),2,2.0,0.0,46.0,23.0,0.0,0.0
2142,WW Daniel (WI),10,11.0,4.0,46.0,6.57,0.0,0.0
2143,RWG Emery (NZ),2,4.0,0.0,46.0,11.5,0.0,0.0
2144,GA Lamb (ZIM),1,2.0,0.0,46.0,23.0,0.0,0.0
2145,DL Maddy (ENG),3,4.0,0.0,46.0,11.5,0.0,0.0
2146,MF Malone (AUS),1,1.0,0.0,46.0,46.0,0.0,0.0
2147,Nadeem Abbasi (PAK),3,2.0,0.0,46.0,23.0,0.0,0.0
2148,MV Narasimha Rao (INDIA),4,6.0,1.0,46.0,9.2,0.0,0.0
2149,CC Passailaigue (WI),1,2.0,1.0,46.0,46.0,0.0,0.0
2150,K Shuttleworth (ENG),5,6.0,0.0,46.0,7.66,0.0,0.0
2151,J Vine (ENG),2,3.0,2.0,46.0,46.0,0.0,0.0
2152,BJ Arnel (NZ),6,12.0,4.0,45.0,5.62,0.0,0.0
2153,MP Bicknell (ENG),4,7.0,0.0,45.0,6.42,0.0,0.0
2154,RP de Groen (NZ),5,10.0,4.0,45.0,7.5,0.0,0.0
2155,JP Faulkner (AUS),1,2.0,0.0,45.0,22.5,0.0,0.0
2156,MM Patel (ENG),2,2.0,0.0,45.0,22.5,0.0,0.0
2157,FW Smith (SA),3,6.0,1.0,45.0,9.0,0.0,0.0
2158,JC Tredwell (ENG),2,2.0,0.0,45.0,22.5,0.0,0.0
2159,GC Wilson (IRE),2,4.0,1.0,45.0,15.0,0.0,0.0
2160,RC Allen (AUS),1,2.0,0.0,44.0,22.0,0.0,0.0
2161,BC Hollioake (ENG),2,4.0,0.0,44.0,11.0,0.0,0.0
2162,J Humphries (ENG),3,6.0,1.0,44.0,8.8,0.0,0.0
2163,Lall Singh (INDIA),1,2.0,0.0,44.0,22.0,0.0,0.0
2164,Naved Anjum (PAK),2,3.0,0.0,44.0,14.66,0.0,0.0
2165,Sharjeel Khan (PAK),1,2.0,0.0,44.0,22.0,0.0,0.0
2166,JW Sharpe (ENG),3,6.0,4.0,44.0,22.0,0.0,0.0
2167,GR Thoms (AUS),1,2.0,0.0,44.0,22.0,0.0,0.0
2168,JH Anderson (SA),1,2.0,0.0,43.0,21.5,0.0,0.0
2169,JM Bird (AUS),9,9.0,6.0,43.0,14.33,0.0,0.0
2170,CP Buckenham (ENG),4,7.0,0.0,43.0,6.14,0.0,0.0
2171,HI Ebeling (AUS),1,2.0,0.0,43.0,21.5,0.0,0.0
2172,MR Harvey (AUS),1,2.0,0.0,43.0,21.5,0.0,0.0
2173,DJ Meintjes (SA),2,3.0,0.0,43.0,14.33,0.0,0.0
2174,WB Rankin (ENG/IRE),3,6.0,1.0,43.0,8.6,0.0,0.0
2175,Sarandeep Singh (INDIA),3,2.0,1.0,43.0,43.0,0.0,0.0
2176,HI Young (ENG),2,2.0,0.0,43.0,21.5,0.0,0.0
2177,Anwar Hussain (PAK),4,6.0,0.0,42.0,7.0,0.0,0.0
2178,SF Burke (SA),2,4.0,1.0,42.0,14.0,0.0,0.0
2179,OR Dunell (SA),2,4.0,1.0,42.0,14.0,0.0,0.0
2180,C Hallows (ENG),2,2.0,1.0,42.0,42.0,0.0,0.0
2181,H Ironmonger (AUS),14,21.0,5.0,42.0,2.62,0.0,0.0
2182,RD Jackman (ENG),4,6.0,0.0,42.0,7.0,0.0,0.0
2183,MKGCP Lakshitha (SL),2,3.0,0.0,42.0,14.0,0.0,0.0
2184,JG Navle (INDIA),2,4.0,0.0,42.0,10.5,0.0,0.0
2185,Saleem Jaffar (PAK),14,14.0,6.0,42.0,5.25,0.0,0.0
2186,CEM Wilson (ENG),2,4.0,1.0,42.0,14.0,0.0,0.0
2187,EJK Burn (AUS),2,4.0,0.0,41.0,10.25,0.0,0.0
2188,J Cameron-Dow (IRE),1,2.0,1.0,41.0,41.0,0.0,0.0
2189,GRA de Silva (SL),4,7.0,2.0,41.0,8.2,0.0,0.0
2190,LA King (WI),2,4.0,0.0,41.0,10.25,0.0,0.0
2191,BJ Sealey (WI),1,2.0,0.0,41.0,20.5,0.0,0.0
2192,SB Smith (AUS),3,5.0,0.0,41.0,8.2,0.0,0.0
2193,AG Barrett (WI),6,7.0,1.0,40.0,6.66,0.0,0.0
2194,GA Cope (ENG),3,3.0,0.0,40.0,13.33,0.0,0.0
2195,BAF Grieve (ENG),2,3.0,2.0,40.0,40.0,0.0,0.0
2196,E Leadbeater (ENG),2,2.0,0.0,40.0,20.0,0.0,0.0
2197,WH Moule (AUS),1,2.0,0.0,40.0,20.0,0.0,0.0
2198,SP Narine (WI),6,7.0,2.0,40.0,8.0,0.0,0.0
2199,D Pretorius (SA),1,2.0,0.0,40.0,20.0,0.0,0.0
2200,VB Ranjane (INDIA),7,9.0,3.0,40.0,6.66,0.0,0.0
2201,LA Walcott (WI),1,2.0,1.0,40.0,40.0,0.0,0.0
2202,A Ward (ENG),5,6.0,1.0,40.0,8.0,0.0,0.0
2203,RA Austin (WI),2,4.0,0.0,39.0,9.75,0.0,0.0
2204,SV Bahutule (INDIA),2,4.0,1.0,39.0,13.0,0.0,0.0
2205,JC Balderstone (ENG),2,4.0,0.0,39.0,9.75,0.0,0.0
2206,GK Bruk-Jackson (ZIM),2,4.0,0.0,39.0,9.75,0.0,0.0
2207,HW Chapman (SA),2,4.0,1.0,39.0,13.0,0.0,0.0
2208,TA Copeland (AUS),3,4.0,1.0,39.0,13.0,0.0,0.0
2209,HH Francis (SA),2,4.0,0.0,39.0,9.75,0.0,0.0
2210,D Gamsy (SA),2,3.0,1.0,39.0,19.5,0.0,0.0
2211,M Jahangir Khan (INDIA),4,7.0,0.0,39.0,5.57,0.0,0.0
2212,TK Kendall (AUS),2,4.0,1.0,39.0,13.0,0.0,0.0
2213,Masood Anwar (PAK),1,2.0,0.0,39.0,19.5,0.0,0.0
2214,JV Saunders (AUS),14,23.0,6.0,39.0,2.29,0.0,0.0
2215,Shaheen Shah Afridi (PAK),7,11.0,2.0,39.0,4.33,0.0,0.0
2216,VI Smith (SA),9,16.0,6.0,39.0,3.9,0.0,0.0
2217,KPJ Warnaweera (SL),10,12.0,3.0,39.0,4.33,0.0,0.0
2218,JR Watkins (AUS),1,2.0,1.0,39.0,39.0,0.0,0.0
2219,GF Bissett (SA),4,4.0,2.0,38.0,19.0,0.0,0.0
2220,EH Bromley (AUS),2,4.0,0.0,38.0,9.5,0.0,0.0
2221,JA Dunning (NZ),4,6.0,1.0,38.0,7.6,0.0,0.0
2222,Elias Sunny (BDESH),4,6.0,1.0,38.0,7.6,0.0,0.0
2223,KHRK Fernando (SL),2,4.0,0.0,38.0,9.5,0.0,0.0
2224,HHH Johnson (WI),3,4.0,0.0,38.0,9.5,0.0,0.0
2225,IJ Jones (ENG),15,17.0,9.0,38.0,4.75,0.0,0.0
2226,CP McGahey (ENG),2,4.0,0.0,38.0,9.5,0.0,0.0
2227,EM Meuli (NZ),1,2.0,0.0,38.0,19.0,0.0,0.0
2228,FM Misson (AUS),5,5.0,3.0,38.0,19.0,0.0,0.0
2229,J Nyumbu (ZIM),3,6.0,1.0,38.0,7.6,0.0,0.0
2230,J Ormond (ENG),2,4.0,1.0,38.0,12.66,0.0,0.0
2231,B Reddy (INDIA),4,5.0,1.0,38.0,9.5,0.0,0.0
2232,GH Shepstone (SA),2,4.0,0.0,38.0,9.5,0.0,0.0
2233,DR Smith (ENG),5,5.0,1.0,38.0,9.5,0.0,0.0
2234,G Wijekoon (SL),2,3.0,0.0,38.0,12.66,0.0,0.0
2235,NF Williams (ENG),1,1.0,0.0,38.0,38.0,0.0,0.0
2236,LH Gay (ENG),1,2.0,0.0,37.0,18.5,0.0,0.0
2237,MJ Hilton (ENG),4,6.0,1.0,37.0,7.4,0.0,0.0
2238,WE Hollies (ENG),13,15.0,8.0,37.0,5.28,0.0,0.0
2239,DEJ Ironside (SA),3,4.0,2.0,37.0,18.5,0.0,0.0
2240,Mohsin Kamal (PAK),9,11.0,7.0,37.0,9.25,0.0,0.0
2241,DJ Pagon (WI),2,3.0,0.0,37.0,12.33,0.0,0.0
2242,Syed Rasel (BDESH),6,12.0,4.0,37.0,4.62,0.0,0.0
2243,Usman Salahuddin (PAK),1,2.0,0.0,37.0,18.5,0.0,0.0
2244,EW Clark (ENG),8,9.0,5.0,36.0,9.0,0.0,0.0
2245,WL Cornford (ENG),4,4.0,0.0,36.0,9.0,0.0,0.0
2246,SKL de Silva (SL),3,4.0,2.0,36.0,18.0,0.0,0.0
2247,EM Grace (ENG),1,2.0,0.0,36.0,18.0,0.0,0.0
2248,Mohammad Ramzan (PAK),1,2.0,0.0,36.0,18.0,0.0,0.0
2249,JP Stephenson (ENG),1,2.0,0.0,36.0,18.0,0.0,0.0
2250,FA Ward (AUS),4,8.0,2.0,36.0,6.0,0.0,0.0
2251,VR Aaron (INDIA),9,14.0,5.0,35.0,3.88,0.0,0.0
2252,Amir Hamza (AFG),1,2.0,0.0,35.0,17.5,0.0,0.0
2253,J Angel (AUS),4,7.0,1.0,35.0,5.83,0.0,0.0
2254,GB Brent (ZIM),4,6.0,0.0,35.0,5.83,0.0,0.0
2255,DE Hoare (AUS),1,2.0,0.0,35.0,17.5,0.0,0.0
2256,RG Holland (AUS),11,15.0,4.0,35.0,3.18,0.0,0.0
2257,NV Lindsay (SA),1,2.0,0.0,35.0,17.5,0.0,0.0
2258,EA Moseley (WI),2,4.0,0.0,35.0,8.75,0.0,0.0
2259,PC Strydom (SA),2,3.0,0.0,35.0,11.66,0.0,0.0
2260,GE Tribe (AUS),3,3.0,1.0,35.0,17.5,0.0,0.0
2261,VA Valentine (WI),2,4.0,1.0,35.0,11.66,0.0,0.0
2262,J Arnold (ENG),1,2.0,0.0,34.0,17.0,0.0,0.0
2263,AR Butcher (ENG),1,2.0,0.0,34.0,17.0,0.0,0.0
2264,MG Grell (WI),1,2.0,0.0,34.0,17.0,0.0,0.0
2265,RNS Hobbs (ENG),7,8.0,3.0,34.0,6.8,0.0,0.0
2266,AP Kuiper (SA),1,2.0,0.0,34.0,17.0,0.0,0.0
2267,M Mbangwa (ZIM),15,25.0,8.0,34.0,2.0,0.0,0.0
2268,CA Merry (WI),2,4.0,0.0,34.0,8.5,0.0,0.0
2269,Mohammad Aslam (PAK),1,2.0,0.0,34.0,17.0,0.0,0.0
2270,Mohammad Talha (PAK),4,5.0,1.0,34.0,8.5,0.0,0.0
2271,Nadeem Khan (PAK),2,3.0,1.0,34.0,17.0,0.0,0.0
2272,PJ Petherick (NZ),6,11.0,4.0,34.0,4.85,0.0,0.0
2273,JP Taylor (ENG),2,4.0,2.0,34.0,17.0,0.0,0.0
2274,T Armitage (ENG),2,3.0,0.0,33.0,11.0,0.0,0.0
2275,AW Briscoe (SA),2,3.0,0.0,33.0,11.0,0.0,0.0
2276,Farhan Adil (PAK),1,2.0,0.0,33.0,16.5,0.0,0.0
2277,AJ Fothergill (ENG),2,2.0,0.0,33.0,16.5,0.0,0.0
2278,Israr Ali (PAK),4,8.0,1.0,33.0,4.71,0.0,0.0
2279,P Krishnamurthy (INDIA),5,6.0,0.0,33.0,5.5,0.0,0.0
2280,MJ Macaulay (SA),1,2.0,0.0,33.0,16.5,0.0,0.0
2281,Mohammad Nabi (AFG),3,6.0,0.0,33.0,5.5,0.0,0.0
2282,J Newman (NZ),3,4.0,0.0,33.0,8.25,0.0,0.0
2283,PDRL Perera (SL),8,9.0,6.0,33.0,11.0,0.0,0.0
2284,KM Rangnekar (INDIA),3,6.0,0.0,33.0,5.5,0.0,0.0
2285,DW Richardson (ENG),1,1.0,0.0,33.0,33.0,0.0,0.0
2286,TPB Smith (ENG),4,5.0,0.0,33.0,6.6,0.0,0.0
2287,Vizianagram (INDIA),3,6.0,2.0,33.0,8.25,0.0,0.0
2288,Bazid Khan (PAK),1,2.0,0.0,32.0,16.0,0.0,0.0
2289,NT Broom (NZ),2,3.0,0.0,32.0,10.66,0.0,0.0
2290,N Gallichan (NZ),1,2.0,0.0,32.0,16.0,0.0,0.0
2291,MEZ Ghazali (PAK),2,4.0,0.0,32.0,8.0,0.0,0.0
2292,RJ Kirtley (ENG),4,7.0,1.0,32.0,5.33,0.0,0.0
2293,Aamer Nazir (PAK),6,11.0,6.0,31.0,6.2,0.0,0.0
2294,AG Archer (ENG),1,2.0,1.0,31.0,31.0,0.0,0.0
2295,Arshad Khan (PAK),9,8.0,2.0,31.0,5.16,0.0,0.0
2296,J Cranston (ENG),1,2.0,0.0,31.0,15.5,0.0,0.0
2297,GR Dickinson (NZ),3,5.0,0.0,31.0,6.2,0.0,0.0
2298,JA Flavell (ENG),4,6.0,2.0,31.0,7.75,0.0,0.0
2299,RM Harris (NZ),2,3.0,0.0,31.0,10.33,0.0,0.0
2300,RB Kerr (AUS),2,4.0,0.0,31.0,7.75,0.0,0.0
2301,N Puna (NZ),3,5.0,3.0,31.0,15.5,0.0,0.0
2302,GB Studd (ENG),4,7.0,0.0,31.0,4.42,0.0,0.0
2303,S Viswanath (INDIA),3,5.0,0.0,31.0,6.2,0.0,0.0
2304,DJ White (NZ),2,4.0,0.0,31.0,7.75,0.0,0.0
2305,Yamin Ahmadzai (AFG),4,7.0,0.0,31.0,4.42,0.0,0.0
2306,JP Duminy (SA),3,6.0,0.0,30.0,5.0,0.0,0.0
2307,MC Frederick (WI),1,2.0,0.0,30.0,15.0,0.0,0.0
2308,CG Halse (SA),3,3.0,3.0,30.0,,0.0,0.0
2309,HTW Hardinge (ENG),1,2.0,0.0,30.0,15.0,0.0,0.0
2310,WK Hegg (ENG),2,4.0,0.0,30.0,7.5,0.0,0.0
2311,MDUS Jayasundera (SL),2,4.0,0.0,30.0,7.5,0.0,0.0
2312,LJ Nash (AUS),2,2.0,0.0,30.0,15.0,0.0,0.0
2313,S Nazir Ali (INDIA),2,4.0,0.0,30.0,7.5,0.0,0.0
2314,ES Newson (SA),3,5.0,1.0,30.0,7.5,0.0,0.0
2315,G Onions (ENG),9,10.0,7.0,30.0,10.0,0.0,0.0
2316,FE Rumsey (ENG),5,5.0,3.0,30.0,15.0,0.0,0.0
2317,JW Rutherford (AUS),1,1.0,0.0,30.0,30.0,0.0,0.0
2318,RA Saggers (AUS),6,5.0,2.0,30.0,10.0,0.0,0.0
2319,M Sherwin (ENG),3,6.0,4.0,30.0,15.0,0.0,0.0
2320,DBM Smith (AUS),2,3.0,1.0,30.0,15.0,0.0,0.0
2321,V Yadav (INDIA),1,1.0,0.0,30.0,30.0,0.0,0.0
2322,Zahoor Elahi (PAK),2,3.0,0.0,30.0,10.0,0.0,0.0
2323,KV Andrew (ENG),2,4.0,1.0,29.0,9.66,0.0,0.0
2324,PC Charlton (AUS),2,4.0,0.0,29.0,7.25,0.0,0.0
2325,Ijaz Ahmed jnr (PAK),2,3.0,0.0,29.0,9.66,0.0,0.0
2326,PE Palia (INDIA),2,4.0,1.0,29.0,9.66,0.0,0.0
2327,JH Parks (ENG),1,2.0,0.0,29.0,14.5,0.0,0.0
2328,MD Shanaka (SL),3,6.0,1.0,29.0,5.8,0.0,0.0
2329,IR Siddiqui (INDIA),1,2.0,1.0,29.0,29.0,0.0,0.0
2330,CEW Silverwood (ENG),6,7.0,3.0,29.0,7.25,0.0,0.0
2331,PB Truscott (NZ),1,2.0,0.0,29.0,14.5,0.0,0.0
2332,F Barratt (ENG),5,4.0,1.0,28.0,9.33,0.0,0.0
2333,WE Bowes (ENG),15,11.0,5.0,28.0,4.66,0.0,0.0
2334,CAR Duckworth (SA),2,4.0,0.0,28.0,7.0,0.0,0.0
2335,FAW Freer (AUS),1,1.0,1.0,28.0,,0.0,0.0
2336,SR Gillespie (NZ),1,1.0,0.0,28.0,28.0,0.0,0.0
2337,BP Gupte (INDIA),3,3.0,2.0,28.0,28.0,0.0,0.0
2338,JR Hammond (AUS),5,5.0,2.0,28.0,9.33,0.0,0.0
2339,MC Ilott (ENG),5,6.0,2.0,28.0,7.0,0.0,0.0
2340,RJ Kennedy (NZ),4,5.0,1.0,28.0,7.0,0.0,0.0
2341,Liaqat Ali (PAK),5,7.0,3.0,28.0,7.0,0.0,0.0
2342,CN McCarthy (SA),15,24.0,15.0,28.0,3.11,0.0,0.0
2343,JN Maguire (AUS),3,5.0,1.0,28.0,7.0,0.0,0.0
2344,Mohammad Irfan (PAK),4,7.0,2.0,28.0,5.6,0.0,0.0
2345,RJ Nicol (NZ),2,4.0,0.0,28.0,7.0,0.0,0.0
2346,AT Roberts (WI),1,2.0,0.0,28.0,14.0,0.0,0.0
2347,J Shuter (ENG),1,1.0,0.0,28.0,28.0,0.0,0.0
2348,GB Stevenson (ENG),2,2.0,1.0,28.0,28.0,0.0,0.0
2349,R Vijay Bharadwaj (INDIA),3,3.0,0.0,28.0,9.33,0.0,0.0
2350,MD Wettimuny (SL),2,4.0,0.0,28.0,7.0,0.0,0.0
2351,JA Young (ENG),8,10.0,5.0,28.0,5.6,0.0,0.0
2352,GI Allott (NZ),10,15.0,7.0,27.0,3.37,0.0,0.0
2353,RMH Cottam (ENG),4,5.0,1.0,27.0,6.75,0.0,0.0
2354,LV Garrick (WI),1,2.0,0.0,27.0,13.5,0.0,0.0
2355,RK Kleinveldt (SA),4,5.0,2.0,27.0,9.0,0.0,0.0
2356,J Lewis (ENG),1,2.0,0.0,27.0,13.5,0.0,0.0
2357,NJ Maddinson (AUS),3,4.0,0.0,27.0,6.75,0.0,0.0
2358,RR Singh (INDIA),1,2.0,0.0,27.0,13.5,0.0,0.0
2359,EA van der Merwe (SA),2,4.0,1.0,27.0,9.0,0.0,0.0
2360,AJ Woodcock (AUS),1,1.0,0.0,27.0,27.0,0.0,0.0
2361,RA Young (ENG),2,4.0,0.0,27.0,6.75,0.0,0.0
2362,Atiq-uz-Zaman (PAK),1,2.0,0.0,26.0,13.0,0.0,0.0
2363,IW Callen (AUS),1,2.0,2.0,26.0,,0.0,0.0
2364,TW Cartwright (ENG),5,7.0,2.0,26.0,5.2,0.0,0.0
2365,IA Greig (ENG),2,4.0,0.0,26.0,6.5,0.0,0.0
2366,A Habib (ENG),2,3.0,0.0,26.0,8.66,0.0,0.0
2367,F Kuys (SA),1,2.0,0.0,26.0,13.0,0.0,0.0
2368,PG McShane (AUS),3,6.0,1.0,26.0,5.2,0.0,0.0
2369,JW Martin (ENG),1,2.0,0.0,26.0,13.0,0.0,0.0
2370,W Newham (ENG),1,2.0,0.0,26.0,13.0,0.0,0.0
2371,D Olivier (SA),10,12.0,5.0,26.0,3.71,0.0,0.0
2372,JE Pothecary (SA),3,4.0,0.0,26.0,6.5,0.0,0.0
2373,K Rai Singh (INDIA),1,2.0,0.0,26.0,13.0,0.0,0.0
2374,RR Ramdass (WI),1,2.0,0.0,26.0,13.0,0.0,0.0
2375,GA Rowe (SA),5,9.0,3.0,26.0,4.33,0.0,0.0
2376,GC Viljoen (SA),1,2.0,1.0,26.0,26.0,0.0,0.0
2377,CH Vintcent (SA),3,6.0,0.0,26.0,4.33,0.0,0.0
2378,Atif Rauf (PAK),1,2.0,0.0,25.0,12.5,0.0,0.0
2379,MP Bowden (ENG),2,2.0,0.0,25.0,12.5,0.0,0.0
2380,RG Draper (SA),2,3.0,0.0,25.0,8.33,0.0,0.0
2381,D Ganesh (INDIA),4,7.0,3.0,25.0,6.25,0.0,0.0
2382,GM Griffin (SA),2,4.0,0.0,25.0,6.25,0.0,0.0
2383,LJ Johnson (AUS),1,1.0,1.0,25.0,,0.0,0.0
2384,AJ McKay (NZ),1,2.0,1.0,25.0,25.0,0.0,0.0
2385,CH Mills (SA),1,2.0,0.0,25.0,12.5,0.0,0.0
2386,Mohammad Salman (PAK),2,4.0,0.0,25.0,6.25,0.0,0.0
2387,TA Munton (ENG),2,2.0,1.0,25.0,25.0,0.0,0.0
2388,JM Patel (INDIA),7,10.0,1.0,25.0,2.77,0.0,0.0
2389,RC Saxena (INDIA),1,2.0,0.0,25.0,12.5,0.0,0.0
2390,Shahid Mahmood (PAK),1,2.0,0.0,25.0,12.5,0.0,0.0
2391,IM Sinclair (NZ),2,4.0,1.0,25.0,8.33,0.0,0.0
2392,TF Smailes (ENG),1,1.0,0.0,25.0,25.0,0.0,0.0
2393,DV Smith (ENG),3,4.0,1.0,25.0,8.33,0.0,0.0
2394,VM Tancred (SA),1,2.0,0.0,25.0,12.5,0.0,0.0
2395,GC Tonge (WI),1,2.0,1.0,25.0,25.0,0.0,0.0
2396,SL Watkin (ENG),3,5.0,0.0,25.0,5.0,0.0,0.0
2397,Abu Jayed (BDESH),7,14.0,6.0,24.0,3.0,0.0,0.0
2398,DD Blackie (AUS),3,6.0,3.0,24.0,8.0,0.0,0.0
2399,BP Bracewell (NZ),6,12.0,2.0,24.0,2.4,0.0,0.0
2400,Kabir Khan (PAK),4,5.0,2.0,24.0,8.0,0.0,0.0
2401,NA Knox (ENG),2,4.0,1.0,24.0,8.0,0.0,0.0
2402,SH Lewis (WI),2,4.0,0.0,24.0,6.0,0.0,0.0
2403,MAWR Madurasinghe (SL),3,6.0,1.0,24.0,4.8,0.0,0.0
2404,AM Miller (ENG),1,2.0,2.0,24.0,,0.0,0.0
2405,Mohammad Akram (PAK),9,15.0,6.0,24.0,2.66,0.0,0.0
2406,F Mutizwa (ZIM),1,2.0,0.0,24.0,12.0,0.0,0.0
2407,CEL Stuart (WI),6,9.0,2.0,24.0,3.42,0.0,0.0
2408,Sunzamul Islam (BDESH),1,1.0,0.0,24.0,24.0,0.0,0.0
2409,Zulqarnain (PAK),3,4.0,0.0,24.0,6.0,0.0,0.0
2410,LS Baker (WI),4,6.0,4.0,23.0,11.5,0.0,0.0
2411,VA Barton (ENG),1,1.0,0.0,23.0,23.0,0.0,0.0
2412,WM Bradley (ENG),2,2.0,1.0,23.0,23.0,0.0,0.0
2413,IP Butchart (ZIM),1,2.0,0.0,23.0,11.5,0.0,0.0
2414,PH Carlson (AUS),2,4.0,0.0,23.0,5.75,0.0,0.0
2415,FE Fisher (NZ),1,2.0,0.0,23.0,11.5,0.0,0.0
2416,RA Jones (NZ),1,2.0,0.0,23.0,11.5,0.0,0.0
2417,RC Miller (WI),1,1.0,0.0,23.0,23.0,0.0,0.0
2418,Qais Ahmad (AFG),1,2.0,0.0,23.0,11.5,0.0,0.0
2419,AW Seccull (SA),1,2.0,1.0,23.0,23.0,0.0,0.0
2420,ML Udawatte (SL),2,4.0,0.0,23.0,5.75,0.0,0.0
2421,BA Williams (AUS),4,6.0,3.0,23.0,7.66,0.0,0.0
2422,B Andrews (NZ),2,3.0,2.0,22.0,22.0,0.0,0.0
2423,Anwar Hossain Monir (BDESH),3,6.0,3.0,22.0,7.33,0.0,0.0
2424,RA Austin (WI),2,2.0,0.0,22.0,11.0,0.0,0.0
